iter	Logloss
378	0.1819143991
379	0.1818517798
380	0.1817629824
381	0.1816699947
382	0.1815724574
383	0.181526763
384	0.1814463053
385	0.1813901474
386	0.1812618088
387	0.1812088234
388	0.1811107358
389	0.1810041608
390	0.1809473667
391	0.1808960668
392	0.1807435362
393	0.1806843192
394	0.1805837387
395	0.1805391322
396	0.1805116452
397	0.1804836532
398	0.1803538315
399	0.1802775996
400	0.1802125152
401	0.1801451924
402	0.1801408314
403	0.1800193813
404	0.1799659189
405	0.1799604947
406	0.1798674303
407	0.1797754632
408	0.1797018408
409	0.1796037192
410	0.1794987664
411	0.1794318273
412	0.1793702819
413	0.1793240731
414	0.1792584498
415	0.1791657232
416	0.179125984
417	0.1790277739
418	0.1789545492
419	0.1789130811
420	0.1788449702
421	0.1787456602
422	0.178666335
423	0.1786619127
424	0.1786362218
425	0.1785375287
426	0.1784960387
427	0.1784003328
428	0.1783670984
429	0.1783312952
430	0.1782300012
431	0.1781391659
432	0.1780949965
433	0.1779943167
434	0.1778921993
435	0.1778275433
436	0.1777358193
437	0.1776688643
438	0.1774627727
439	0.1773747182
440	0.1772870048
441	0.1772188512
442	0.177133754
443	0.1770449747
444	0.1769723316
445	0.1769316963
446	0.1768656287
447	0.1767688962
448	0.1766988499
449	0.1766247558
450	0.1765657232
451	0.1764829118
452	0.1763878089
453	0.1763061213
454	0.176233738
455	0.1761757394
456	0.1761186715
457	0.175937552
458	0.1758538032
459	0.1757842872
460	0.1757176453
461	0.1756923721
462	0.175690993
463	0.1756053895
464	0.1755257952
465	0.1753614321
466	0.1752291209
467	0.1751543812
468	0.1750891742
469	0.1750176383
470	0.1749367376
471	0.1748590599
472	0.1747890376
473	0.1747100489
474	0.174627839
475	0.174565247
476	0.1745405154
477	0.1744907271
478	0.1744231785
479	0.1744220153
480	0.1743701558
481	0.1742300659
482	0.1741722992
483	0.1741694798
484	0.1741172326
485	0.1740391665
486	0.1739451441
487	0.1738798499
488	0.1737832227
489	0.1737054538
490	0.1736087439
491	0.1735325839
492	0.1734532267
493	0.1733793518
494	0.1733256349
495	0.173217874
496	0.1731680671
497	0.173114752
498	0.1730202259
499	0.1729798865
500	0.1729015806
501	0.1727391575
502	0.1726503535
503	0.1726482064
504	0.1725470263
505	0.172458129
506	0.1723430646
507	0.1722626894
508	0.1722006989
509	0.1721505283
510	0.172097427
511	0.1720154003
512	0.1719282226
513	0.1718644566
514	0.1718191413
515	0.1717465754
516	0.1716788449
517	0.1715899357
518	0.1715280238
519	0.1714560722
520	0.1714248284
521	0.1713508875
522	0.1712869923
523	0.1712059763
524	0.1711513194
525	0.1711245119
526	0.1710671343
527	0.1710109291
528	0.1707814717
529	0.1707322477
530	0.1706996449
531	0.1705965308
532	0.1705044271
533	0.1703964391
534	0.1703098096
535	0.1701858
536	0.1701160055
537	0.1700505701
538	0.1699815877
539	0.1699324337
540	0.1698624021
541	0.1697464675
542	0.1696690317
543	0.1695683147
544	0.1694278084
545	0.1693654235
546	0.1692932894
547	0.1692356385
548	0.1691772569
549	0.1691190065
550	0.1690315849
551	0.168958121
552	0.1688588023
553	0.1687487743
554	0.1686835187
555	0.1686428422
556	0.1685894937
557	0.1685091279
558	0.1684566702
559	0.1683800365
560	0.168339647
561	0.1682917528
562	0.1682286324
563	0.1681624408
564	0.1681426725
565	0.1681353742
566	0.1680546746
567	0.1680046852
568	0.1679735687
569	0.1679271734
570	0.1678620977
571	0.1678142494
572	0.1677599416
573	0.1676310034
574	0.167592039
575	0.1675525336
576	0.1674958608
577	0.167494643
578	0.1673839381
579	0.1672994005
580	0.167088449
581	0.1670326749
582	0.1669618671
583	0.1668652659
584	0.1668000982
585	0.1667551486
586	0.1667118552
587	0.1666834528
588	0.1666818573
589	0.1666326313
590	0.1665586564
591	0.1664919438
592	0.1664281679
593	0.1663752691
594	0.1662846644
595	0.1661756631
596	0.1661279634
597	0.1660653626
598	0.1659649214
599	0.1658500434
600	0.1657935971
601	0.1657481425
602	0.165670698
603	0.1656591993
604	0.1656076969
605	0.1655426612
606	0.1654767993
607	0.1653795206
608	0.1652301858
609	0.165109262
610	0.1650472262
611	0.164950593
612	0.1648681353
613	0.1647666308
614	0.164690564
615	0.1645544887
616	0.1645172025
617	0.1644244479
618	0.1643532324
619	0.1643125459
620	0.1642577871
621	0.1641255271
622	0.1640956611
623	0.1640516268
624	0.1639554593
625	0.163867552
626	0.163823254
627	0.1637510206
628	0.1637082595
629	0.1636364497
630	0.1635827602
631	0.1635336028
632	0.1634477168
633	0.1633478858
634	0.1632122382
635	0.1631451712
636	0.1631444044
637	0.1630931818
638	0.1630826944
639	0.1630256565
640	0.1629502886
641	0.1628063081
642	0.1627159965
643	0.1626595541
644	0.1626130949
645	0.162570531
646	0.1625180273
647	0.1624421111
648	0.1624084856
649	0.1623271538
650	0.1622981752
651	0.1622619882
652	0.1621242507
653	0.1620290805
654	0.1619535214
655	0.1618345449
656	0.1617467642
657	0.1617078351
658	0.161660725
659	0.1615475992
660	0.1614529786
661	0.1613604339
662	0.1612663342
663	0.1611992619
664	0.1611684639
665	0.1611323468
666	0.1610781942
667	0.161004745
668	0.1609125141
669	0.1608526621
670	0.1607492216
671	0.1606943082
672	0.1605870516
673	0.1604890327
674	0.1604094997
675	0.1604086509
676	0.1603040692
677	0.1602126524
678	0.1601757299
679	0.1601188852
680	0.1600323863
681	0.1599908356
682	0.1599413345
683	0.1598097228
684	0.1597397172
685	0.1597028513
686	0.1596246327
687	0.1595574085
688	0.1595561127
689	0.1594737723
690	0.1594322177
691	0.1593897277
692	0.1592899879
693	0.1592597795
694	0.159207976
695	0.1591554336
696	0.1590508166
697	0.1589995926
698	0.1589513433
699	0.1588718396
700	0.1587908082
701	0.158739533
702	0.1586939085
703	0.1586581392
704	0.1586026949
705	0.1585119516
706	0.1584305665
707	0.1583878573
708	0.1583277875
709	0.1583229269
710	0.1582451886
711	0.1582070963
712	0.1581645623
713	0.1581115236
714	0.1581107735
715	0.1580514785
716	0.1580011026
717	0.1579660935
718	0.1579012969
719	0.1577846862
720	0.15773674
721	0.1577346554
722	0.1577311771
723	0.1576811544
724	0.1575627755
725	0.1574689084
726	0.1573900648
727	0.157319421
728	0.1572736746
729	0.1571714053
730	0.1571091556
731	0.1570662913
732	0.1569833272
733	0.1569254626
734	0.1568711381
735	0.1568157557
736	0.1567578051
737	0.1567115317
738	0.156665778
739	0.1565853396
740	0.1565263763
741	0.1564376423
742	0.1563573698
743	0.1563133009
744	0.1562508241
745	0.1562149329
746	0.1561418647
747	0.1560824138
748	0.1560233993
749	0.1557731102
750	0.155643707
751	0.1555947741
752	0.155593551
753	0.1555662605
754	0.155515375
755	0.1555141725
756	0.1555137521
757	0.1554035369
758	0.1553794589
759	0.1553180087
760	0.1552737027
761	0.1551673535
762	0.1551125573
763	0.1550413266
764	0.1549862626
765	0.1548973401
766	0.1548614708
767	0.1547851469
768	0.1547162379
769	0.1546626629
770	0.15462446
771	0.1545286535
772	0.1545019373
773	0.1544052907
774	0.1543328908
775	0.1541440346
776	0.1540473787
777	0.1539795496
778	0.1539564176
779	0.1539016261
780	0.1538499865
781	0.1538149234
782	0.1537295557
783	0.1536554502
784	0.1535609009
785	0.1535085504
786	0.1534490709
787	0.153279017
788	0.15321979
789	0.1531338207
790	0.1530969175
791	0.1530515389
792	0.1530019019
793	0.1529427847
794	0.1528846289
795	0.1528379012
796	0.1527842769
797	0.1527291757
798	0.1526817111
799	0.1526123737
800	0.1526000755
801	0.1525250334
802	0.152476902
803	0.1524448575
804	0.152365481
805	0.1522664201
806	0.1521987569
807	0.1521246601
808	0.1520643904
809	0.1519724153
810	0.1518640555
811	0.1518022788
812	0.1517652664
813	0.1517133683
814	0.1516314142
815	0.1515390308
816	0.1514811961
817	0.15143981
818	0.1513923861
819	0.1513545962
820	0.1512678102
821	0.1511931304
822	0.1511164574
823	0.1510477143
824	0.1510036947
825	0.1509297977
826	0.1508812326
827	0.150821406
828	0.1507592336
829	0.1507297946
830	0.1506514015
831	0.1505643056
832	0.1504972913
833	0.1504094646
834	0.1503691252
835	0.1503099068
836	0.1502647606
837	0.1501704771
838	0.1501184924
839	0.1500837317
840	0.1500000609
841	0.149972849
842	0.1499116093
843	0.1498748727
844	0.1498267933
845	0.1497602559
846	0.1496666926
847	0.1496032917
848	0.1495320983
849	0.1494782468
850	0.14941671
851	0.1493855289
852	0.1493201561
853	0.1492964618
854	0.1492436516
855	0.149198622
856	0.1491202156
857	0.1490796263
858	0.1490246569
859	0.1489954358
860	0.148964731
861	0.1489009244
862	0.1488661691
863	0.1487883256
864	0.1487222159
865	0.148654045
866	0.1486056238
867	0.1485634936
868	0.1485233913
869	0.1484338285
870	0.1483927063
871	0.1483406416
872	0.1482765059
873	0.1482288069
874	0.1481836021
875	0.1480933958
876	0.1480509704
877	0.1479577602
878	0.1478771192
879	0.1478322103
880	0.1477723103
881	0.1476894183
882	0.1476585503
883	0.1475926465
884	0.1475372947
885	0.1474862986
886	0.147407657
887	0.1473462674
888	0.1473162841
889	0.1472613721
890	0.1471927935
891	0.1471109693
892	0.1470700969
893	0.1470137192
894	0.1469756235
895	0.1469287133
896	0.1468817437
897	0.1468521049
898	0.1467970163
899	0.1467191248
900	0.1466455609
901	0.1465858509
902	0.1465420105
903	0.1464722361
904	0.1463808779
905	0.1463304773
906	0.1462895936
907	0.1462464967
908	0.1462128706
909	0.1461710822
910	0.1461247349
911	0.1460919102
912	0.1460498539
913	0.1459730777
914	0.1458724352
915	0.1458221033
916	0.1457571655
917	0.1456782127
918	0.145650791
919	0.1455945626
920	0.1455705785
921	0.1455198622
922	0.1454853167
923	0.1454470318
924	0.1454180932
925	0.1453465999
926	0.1453045716
927	0.145260173
928	0.1452110796
929	0.1451415349
930	0.1451165415
931	0.145087
932	0.14504251
933	0.144971613
934	0.1449035734
935	0.1448196081
936	0.1447575983
937	0.1447276849
938	0.1447038854
939	0.1446530392
940	0.1446028492
941	0.1445691212
942	0.1445310441
943	0.1444972169
944	0.1444528522
945	0.1443675884
946	0.1443227701
947	0.144286266
948	0.1442694223
949	0.1442195594
950	0.1441636474
951	0.1441297228
952	0.1440699468
953	0.144031031
954	0.1439282673
955	0.1438798968
956	0.1438217916
957	0.1437956177
958	0.1437448161
959	0.1437082061
960	0.1436505159
961	0.1436172403
962	0.1435588913
963	0.1435275016
964	0.1435042943
965	0.143478275
966	0.1434496794
967	0.1434204623
968	0.1433492288
969	0.143326727
970	0.1432933208
971	0.1432386446
972	0.1431670407
973	0.143147311
974	0.1431016133
975	0.1430147133
976	0.1429694906
977	0.1428893912
978	0.1428175029
979	0.1427608694
980	0.1427063064
981	0.1426455291
982	0.1425886098
983	0.1425223935
984	0.1424627128
985	0.1424370931
986	0.1423655985
987	0.1423029671
988	0.1422459805
989	0.1422127295
990	0.142120787
991	0.1420921701
992	0.1420614367
993	0.1420012829
994	0.1419544893
995	0.141913377
996	0.1418600146
997	0.1417895692
998	0.1417619423
999	0.1417003289
